"","abortion","age","aid.blacks","aid.blacksCD","aid.blacksCR","aid.blacksD","aid.blacksR","anger.dem","anger.rep","auth.1","auth.2","auth.3","auth.4","bible","black","catholic","church","college","defense.spendingCD","defense.spendingCR","defense.spendingD","defense.spendingR","dem.afraid","dem.angry","dem.cares","dem.decent","dem.hope","dem.know","dem.leader","efficacy1","efficacy2","efficacy3","efficacy4","efficacy5","efficacy6","efficacy7","egal1","egal2","egal3","egal4","fear.dem","fear.rep","feel.asian","feel.black","feel.latino","feeling.dem","feeling.demc","feeling.rep","feeling.repc","female","feminists.therm","fundamental.therm","gay.therm","gays.adoption","gays.military","gov.services","gov.servicesCD","gov.servicesCR","gov.servicesD","gov.servicesR","hispanic","hope.dem","hope.rep","ideology","ideologyCD","ideologyCR","ideologyD","ideologyR","immigrants","income","interest.elections","interest.politics","jewish","jobs","jobsCD","jobsCR","jobsD","jobsR","know.interview.post","know.interview.pre","media","mode","moral1","moral2","moral3","moral4","nonwhite","other","other.race","p1","p2","p3","p4","p5","pid","primary","protect.gays","proud.dem","proud.rep","public.insurance","public.insuranceCD","public.insuranceCR","rep.afraid","rep.angry","rep.cares","rep.decent","rep.hope","rep.know","rep.leader","rid","rr1","rr2","rr3","rr4","split.house","split.senate","union.therm","vote","vote.house","vote.senate","voted","weights.all","weights.ftf","weights.web","white","women.role","women.roleCD","women.roleCR","year","rid2","group","racial.resentment","authoritarianism","efficacy","knowledge","dem_traits","rep_traits","dem_anxiety","rep_anxiety","participation"
"45771",4,0.5125,6,1,6,NA,NA,NA,NA,2,2,2,1,3,0,0,0,0,1,6,NA,NA,NA,NA,1,1,NA,1,1,5,1,1,1,2,2,2,1,2,2,4,NA,NA,100,100,100,0,0,85,100,0,30,85,50,0,0,4,7,3,NA,NA,0,NA,NA,1,1,6,1,6,3,1,3,3,0,7,1,7,NA,NA,NA,NA,NA,"3",5,5,NA,NA,0,0,0,0,0,0,0,1,1,0,0,NA,NA,7,1,7,NA,NA,4,3,NA,4,4,4577,5,5,5,5,"0","0",40,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23524,1,1,0.75,2.16666666666667,NA,1,0.0833333333333334,NA,NA,1
"45781",3,0.4375,7,1,7,NA,NA,NA,NA,2,2,2,1,2,0,1,1,0,1,7,NA,NA,NA,NA,1,1,NA,1,1,3,1,1,1,2,1,3,1,5,5,1,NA,NA,100,100,100,0,0,100,100,1,30,100,100,0,0,7,7,1,NA,NA,0,NA,NA,1,1,7,1,7,5,1,3,1,0,7,1,7,NA,NA,NA,NA,0,"3",4,5,NA,NA,0,0,0,1,0,1,0,1,1,0,0,NA,NA,7,1,7,NA,NA,4,4,NA,4,4,4578,5,5,5,5,NA,NA,50,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23525,1,1,0.75,1.83333333333333,NA,1,0,NA,NA,3
"45791",1,0.55,7,1,7,NA,NA,NA,NA,2,2,2,2,3,0,0,0,0,7,2,NA,NA,NA,NA,1,1,NA,1,1,5,1,1,1,4,1,4,1,2,2,2,NA,NA,NA,50,10,0,0,85,85,1,60,50,85,0,0,4,1,6,NA,NA,0,NA,NA,0.5,1,4,1,6,5,0,3,3,0,2,7,2,NA,NA,NA,NA,0,"3",2,5,NA,NA,0,0,0,1,0,0,0,1,1,0,0,NA,NA,1,7,1,NA,NA,4,4,NA,4,4,4579,5,5,5,2,"0",NA,50,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23526,1,0.8125,1,2.66666666666667,NA,1,0,NA,NA,2
"45801",3,0.7875,6,3,6,NA,NA,NA,NA,2,2,1,1,2,0,0,0,0,4,1,NA,NA,NA,NA,3,2,NA,3,3,4,4,1,1,3,5,2,1,1,1,1,NA,NA,NA,100,100,50,70,50,15,0,85,70,85,0,0,NA,4,2,NA,NA,0,NA,NA,0.5,3,5,4,6,1,NA,2,3,0,7,3,3,NA,NA,NA,NA,0,"3",5,4,NA,NA,0,0,0,0,0,0,0,1,0.5,0,0,NA,NA,1,7,4,NA,NA,1,1,NA,1,1,4580,2,2,1,2,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23527,1,0.1875,0.5,3.16666666666667,NA,0.416666666666667,1,NA,NA,1
"45811",4,0.65,5,3,5,NA,NA,NA,NA,2,2,2,1,3,0,0,1,0,1,4,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,1,3,1,4,3,5,5,5,NA,NA,100,85,100,0,0,85,100,1,50,85,50,0,1,4,7,1,NA,NA,0,NA,NA,0.833333333333333,1,6,1,6,3,0,3,2,0,7,1,7,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,0,0,0,0,1,0,1,1,0,1,NA,NA,7,1,6,NA,NA,4,4,NA,3,4,4581,5,5,5,3,"0","0",NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23528,1,0.875,0.75,2.33333333333333,NA,1,0.0833333333333334,NA,NA,2
"45821",1,0.5875,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,0,3,3,NA,NA,NA,NA,3,3,NA,2,3,2,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,85,60,15,1,NA,NA,NA,0,NA,1,7,7,NA,NA,0,NA,NA,0.5,2,4,1,6,NA,0,2,NA,0,NA,6,2,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,6,6,6,NA,NA,1,4,NA,1,1,4582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23529,1,NA,NA,2.33333333333333,NA,0.416666666666667,0.75,NA,NA,0
"45831",3,0.2625,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,4,4,NA,NA,NA,NA,3,2,NA,3,2,2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,60,50,60,1,NA,NA,NA,0,NA,1,7,3,NA,NA,0,NA,NA,0.5,4,4,4,4,NA,0,2,NA,0,1,1,7,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0.666666666666667,0,0,NA,NA,4,3,7,NA,NA,1,3,NA,1,3,4583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23530,1,NA,NA,2,NA,0.5,0.666666666666667,NA,NA,0
"45841",1,0.5,4,4,4,NA,NA,NA,NA,2,1,1,1,2,0,1,0,0,1,1,NA,NA,NA,NA,1,1,NA,1,1,4,2,1,1,2,1,4,1,2,1,1,NA,NA,100,100,100,0,50,100,86,1,100,65,100,0,0,1,1,7,NA,NA,0,NA,NA,0.5,3,4,4,4,3,0,3,2,0,1,1,1,NA,NA,NA,NA,0,"3",2,3,NA,NA,0,0,0,0,0,0,0,1,1,0,1,NA,NA,1,1,1,NA,NA,2,1,NA,4,4,4584,3,3,3,4,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23531,1,0.5625,0.25,2.33333333333333,NA,1,0.416666666666667,NA,NA,1
"45851",3,0.675,7,1,7,NA,NA,NA,NA,1,2,2,1,3,0,0,1,0,1,7,NA,NA,NA,NA,1,1,NA,1,1,5,2,1,1,2,2,2,5,5,2,1,NA,NA,NA,70,70,0,0,70,100,0,30,50,50,1,1,7,7,1,NA,NA,0,NA,NA,1,2,7,1,6,3,1,3,4,0,7,1,7,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,0,0,0,0,1,1,1,1,1,1,NA,NA,7,1,7,NA,NA,4,4,NA,4,4,4585,5,5,5,3,"0","0",40,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23532,1,0.875,0.5,2.33333333333333,NA,1,0,NA,NA,3
"45861",1,0.1875,7,2,7,NA,NA,NA,NA,1,1,1,1,1,0,0,NA,1,3,7,NA,NA,NA,NA,3,3,NA,2,3,3,3,1,1,2,2,2,2,2,2,2,NA,NA,100,100,100,60,70,50,0,1,100,NA,100,0,0,4,4,1,NA,NA,0,NA,NA,0.5,3,7,2,6,2,1,3,4,0,4,3,7,NA,NA,NA,NA,0,"3",2,2,NA,NA,0,1,0,0,0,0,0,1,0.166666666666667,0,0,NA,NA,5,5,7,NA,NA,1,1,NA,1,1,4586,2,1,1,1,"0","0",50,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2020,23533,1,0.0625,0,2.16666666666667,NA,0.416666666666667,1,NA,NA,1
"45871",3,0.6625,7,1,7,NA,NA,NA,NA,2,2,2,2,3,0,0,1,NA,1,7,NA,NA,NA,NA,1,1,NA,1,1,4,2,2,1,2,2,3,2,4,4,2,NA,NA,0,50,NA,0,0,70,85,1,40,100,NA,1,1,4,4,7,NA,NA,0,NA,NA,0,1,6,1,5,5,0,3,3,0,NA,2,5,NA,NA,NA,NA,0,"3",2,5,NA,NA,0,0,0,0,0,0,0,1,1,1,1,NA,NA,4,7,4,NA,NA,4,1,NA,2,2,4587,5,5,5,5,"0","0",60,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23534,1,1,1,2.5,NA,1,0.583333333333333,NA,NA,1
"45881",1,0.2875,7,3,7,NA,NA,NA,NA,1,1,1,1,1,0,1,NA,1,3,5,NA,NA,NA,NA,2,2,NA,2,1,4,3,1,1,2,3,1,1,1,1,1,NA,NA,100,100,100,30,30,15,0,0,100,100,100,0,0,1,5,1,NA,NA,0,NA,NA,0.666666666666667,3,4,3,5,1,1,3,3,0,2,3,7,NA,NA,NA,NA,NA,"3",2,1,NA,NA,0,0,0,0,0,0,0,1,0.333333333333333,0,0,NA,NA,1,3,7,NA,NA,1,1,NA,1,1,4588,1,1,1,1,"0","0",70,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2020,23535,1,0,0,2.33333333333333,NA,0.75,1,NA,NA,1
"45891",1,0.6125,3,4,3,NA,NA,NA,NA,1,1,1,1,2,0,0,0,1,2,4,NA,NA,NA,NA,1,2,NA,1,1,4,2,2,1,4,2,2,1,2,2,2,NA,NA,NA,60,50,15,50,70,60,0,70,NA,60,0,0,6,6,3,NA,NA,0,NA,NA,0.333333333333333,5,2,3,6,3,1,2,2,1,3,4,6,NA,NA,NA,NA,0,"3",3,3,NA,NA,0,0,0,0,0,0,0,1,0.833333333333333,0,0,NA,NA,6,2,5,NA,NA,2,1,NA,2,2,4589,3,4,2,2,NA,NA,30,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23536,1,0.4375,0,2.66666666666667,NA,0.916666666666667,0.75,NA,NA,1
"45901",3,0.2,6,1,6,NA,NA,NA,NA,2,2,2,1,2,0,0,0,1,2,6,NA,NA,NA,NA,1,1,NA,1,1,3,2,1,1,2,2,2,2,2,2,2,NA,NA,100,100,100,0,30,60,60,1,30,70,50,0,0,4,7,3,NA,NA,0,NA,NA,0.833333333333333,2,4,1,6,3,1,2,3,0,6,1,7,NA,NA,NA,NA,0,"3",5,3,NA,NA,0,0,0,0,0,0,0,1,0.833333333333333,0,0,NA,NA,3,1,6,NA,NA,1,3,NA,2,3,4590,3,2,3,3,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23537,1,0.4375,0.75,2,NA,1,0.583333333333333,NA,NA,1
"45931",2,0.5125,3,1,3,NA,NA,NA,NA,2,2,2,1,3,0,0,NA,0,1,7,NA,NA,NA,NA,1,1,NA,1,1,5,1,1,1,1,1,4,2,5,1,1,NA,NA,100,100,100,0,0,80,100,1,NA,NA,NA,0,1,NA,7,1,NA,NA,0,NA,NA,NA,1,7,1,7,4,1,3,4,0,7,1,7,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,1,0,0,0,1,0,1,1,1,0,NA,NA,NA,1,7,NA,NA,4,4,NA,4,4,4593,5,5,5,5,"0","0",NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23540,1,1,0.75,2.16666666666667,NA,1,0,NA,NA,2
"45941",1,0.2875,6,2,6,NA,NA,NA,NA,1,1,1,1,1,0,0,NA,1,3,6,NA,NA,NA,NA,2,3,NA,3,3,4,2,2,1,3,4,2,2,1,1,2,NA,NA,100,100,100,85,70,30,0,0,90,30,100,0,0,3,7,2,NA,NA,0,NA,NA,0.166666666666667,2,6,2,6,2,1,2,3,0,3,1,7,NA,NA,NA,NA,0,"3",2,2,NA,NA,0,1,0,0,0,0,0,1,0.333333333333333,1,0,NA,NA,4,1,7,NA,NA,1,1,NA,1,1,4594,2,2,3,1,"0","0",50,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2020,23541,1,0.25,0,2.83333333333333,NA,0.416666666666667,1,NA,NA,1
"45951",1,0.45,4,7,4,NA,NA,NA,NA,1,2,2,2,1,0,0,NA,1,1,5,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,1,2,3,1,3,4,4,3,NA,NA,50,50,50,0,0,100,100,0,30,30,50,NA,1,NA,7,3,NA,NA,0,NA,NA,0.833333333333333,1,6,1,5,5,NA,3,3,0,7,1,7,NA,NA,NA,NA,0,"3",4,4,NA,NA,0,1,0,0,0,0,0,1,0.5,1,NA,NA,NA,NA,1,5,NA,NA,3,3,NA,2,3,4595,3,3,5,3,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23542,1,0.625,0.75,2,NA,1,0.416666666666667,NA,NA,1
"45961",1,0.6625,7,2,7,NA,NA,NA,NA,1,1,2,1,1,0,0,NA,1,3,7,NA,NA,NA,NA,3,4,NA,2,3,5,5,1,1,2,4,1,1,1,1,1,NA,NA,60,70,70,80,70,0,0,1,100,NA,85,0,0,1,6,1,NA,NA,0,NA,NA,0,3,7,2,7,1,1,3,4,0,1,3,7,NA,NA,NA,NA,0,"3",2,2,NA,NA,0,0,0,0,0,0,1,1,0,1,0,NA,NA,1,2,7,NA,NA,1,1,NA,1,1,4596,1,1,1,1,"0",NA,70,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,23543,1,0,0.25,3,NA,0.333333333333333,1,NA,NA,2
"45971",1,0.225,4,2,4,NA,NA,NA,NA,2,2,2,1,1,0,0,NA,0,3,4,NA,NA,NA,NA,1,1,NA,2,1,2,1,1,2,2,2,3,2,4,3,4,NA,NA,50,50,50,50,40,50,60,1,50,50,50,0,0,4,7,1,NA,NA,0,NA,NA,0.5,1,6,3,5,2,1,2,2,0,6,1,7,NA,NA,NA,NA,0,"3",3,4,NA,NA,0,1,0,0,0,0,0,1,0.833333333333333,0,0,NA,NA,4,1,5,NA,NA,2,1,NA,3,3,4597,3,4,4,3,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23544,1,0.625,0.75,1.83333333333333,NA,0.916666666666667,0.583333333333333,NA,NA,1
"45981",3,0.7125,6,1,6,NA,NA,NA,NA,2,2,2,1,3,0,0,0,0,2,6,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,2,4,1,3,1,2,2,1,NA,NA,70,70,70,15,0,85,100,0,50,70,50,1,0,4,7,3,NA,NA,0,NA,NA,1,1,7,1,6,3,1,3,3,0,6,1,6,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,0,0,0,0,0,0,1,1,0,1,NA,NA,5,1,5,NA,NA,4,3,NA,4,4,4598,5,1,3,4,"0","0",60,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23545,1,0.5625,0.75,2.33333333333333,NA,1,0.0833333333333334,NA,NA,1
"45991",4,0.4,5,2,5,NA,NA,NA,NA,2,2,2,2,3,0,0,1,1,2,7,NA,NA,NA,NA,1,2,NA,1,1,4,4,2,1,3,4,2,2,3,3,3,NA,NA,NA,50,50,15,15,90,90,0,30,95,NA,1,1,6,6,2,NA,NA,0,NA,NA,1,1,6,1,6,3,0,2,3,0,6,2,6,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,1,0,0,0,0,0,1,1,1,0,NA,NA,6,2,6,NA,NA,4,3,NA,3,3,4599,3,3,3,3,"0","0",20,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23546,1,0.5,1,3.16666666666667,NA,0.916666666666667,0.25,NA,NA,1
"46001",1,0.3875,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,NA,0,4,4,NA,NA,NA,NA,2,2,NA,2,2,2,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,70,70,1,NA,NA,NA,0,NA,NA,3,5,NA,NA,0,NA,NA,NA,4,4,4,4,NA,0,2,NA,0,4,4,4,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,0.666666666666667,0,0,NA,NA,4,4,4,NA,NA,2,2,NA,2,2,4600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23547,1,NA,NA,2.33333333333333,NA,0.666666666666667,0.666666666666667,NA,NA,0
"46011",1,0.775,7,4,7,NA,NA,NA,NA,1,2,1,1,2,0,0,0,0,5,5,NA,NA,NA,NA,3,3,NA,2,2,2,1,1,1,1,1,5,1,5,4,1,NA,NA,50,NA,70,50,70,50,0,0,70,50,50,0,0,6,4,5,NA,NA,0,NA,NA,NA,4,2,3,3,3,0,2,2,0,NA,4,7,NA,NA,NA,NA,0,"3",2,5,NA,NA,0,1,0,0,0,0,0,1,0.5,0,0,NA,NA,1,6,2,NA,NA,1,1,NA,1,1,4601,5,5,5,5,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23548,1,1,0.25,1.83333333333333,NA,0.5,1,NA,NA,1
"46021",3,0.2,6,1,6,NA,NA,NA,NA,2,2,2,2,2,0,0,NA,1,2,5,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,1,2,4,1,1,5,4,2,NA,NA,90,60,75,20,0,85,95,0,2,40,50,0,0,4,7,2,NA,NA,0,NA,NA,0.833333333333333,1,5,1,7,5,1,2,2,0,5,1,6,NA,NA,NA,NA,0,"3",4,4,NA,NA,0,0,0,0,0,0,0,1,0.833333333333333,0,0,NA,NA,3,1,6,NA,NA,4,4,NA,3,3,4602,5,5,5,5,"0",NA,20,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23549,1,1,1,2.16666666666667,NA,1,0.166666666666667,NA,NA,1
"46031",3,0.5375,4,1,4,NA,NA,NA,NA,2,2,1,1,2,0,0,0,0,2,5,NA,NA,NA,NA,1,1,NA,1,1,4,3,1,1,2,2,4,3,3,2,2,NA,NA,60,50,60,0,15,60,40,1,40,85,60,1,0,4,7,3,NA,NA,0,NA,NA,0.833333333333333,2,6,1,6,NA,1,3,3,0,5,1,7,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,0,0,0,0,0,1,0,1,0,1,NA,NA,5,1,7,NA,NA,1,1,NA,1,1,4603,3,2,3,2,"0","0",NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23550,1,0.375,0.5,2.66666666666667,NA,1,1,NA,NA,1
"46041",1,0.625,5,4,5,NA,NA,NA,NA,1,2,2,1,2,0,0,NA,0,4,5,NA,NA,NA,NA,2,2,NA,2,2,3,1,1,1,2,1,3,2,4,2,3,NA,NA,50,70,50,NA,NA,NA,NA,0,60,60,70,0,0,NA,4,4,NA,NA,0,NA,NA,0.5,6,2,5,3,4,1,2,3,0,5,4,4,NA,NA,NA,NA,0,"3",3,3,NA,NA,0,0,0,0,0,0,0,1,0.833333333333333,0,0,NA,NA,NA,4,4,NA,NA,3,2,NA,2,2,4604,4,4,4,2,"1","0",85,1,0,1,1,NA,NA,NA,1,NA,NA,NA,2020,23551,1,0.625,0.5,1.83333333333333,NA,0.666666666666667,0.583333333333333,NA,NA,1
"46051",3,0.3125,7,1,7,NA,NA,NA,NA,1,1,1,1,3,0,0,1,1,3,6,NA,NA,NA,NA,3,2,NA,3,1,5,5,1,2,3,5,2,3,3,3,5,NA,NA,NA,100,100,30,40,85,60,1,100,100,100,0,0,6,7,1,NA,NA,0,NA,NA,0.833333333333333,2,7,1,6,3,1,2,2,0,6,1,7,NA,NA,NA,NA,0,"3",4,4,NA,NA,0,0,0,0,0,0,0,1,0.833333333333333,0,0,NA,NA,6,1,7,NA,NA,3,1,NA,4,3,4605,2,4,4,2,"0","0",100,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23552,1,0.5,0,3.5,NA,0.583333333333333,0.416666666666667,NA,NA,1
"46061",NA,-0.325,4,1,4,NA,NA,NA,NA,1,2,1,2,2,0,1,0,1,1,6,NA,NA,NA,NA,1,1,NA,1,1,4,4,1,1,4,4,1,1,2,3,4,NA,NA,NA,NA,85,0,0,90,100,1,50,50,95,0,1,4,7,4,NA,NA,0,NA,NA,0.833333333333333,2,6,1,6,5,1,3,3,0,6,1,6,NA,NA,NA,NA,0,"3",4,5,NA,NA,0,0,0,0,0,1,0,1,1,0,0,NA,NA,7,1,6,NA,NA,4,4,NA,4,4,4606,5,4,4,3,"0",NA,85,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23553,1,0.75,0.5,3,NA,1,0,NA,NA,2
"46081",1,0.7875,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,2,7,NA,NA,NA,NA,2,2,NA,2,1,4,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,4,7,3,NA,NA,0,NA,NA,0.666666666666667,2,5,1,5,NA,0,3,NA,0,7,2,6,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0.666666666666667,1,0,NA,NA,6,1,6,NA,NA,4,2,NA,3,4,4608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23555,1,NA,NA,3,NA,0.75,0.25,NA,NA,0
"46091",3,0.5375,7,1,7,NA,NA,NA,NA,2,2,1,1,2,0,0,NA,0,7,2,NA,NA,NA,NA,1,1,NA,1,1,2,1,1,1,2,1,4,1,1,1,1,NA,NA,90,80,80,50,NA,50,50,1,25,10,75,0,0,4,7,2,NA,NA,0,NA,NA,0.666666666666667,1,7,2,6,4,1,1,2,0,6,1,7,NA,NA,NA,NA,NA,"3",4,3,NA,NA,0,0,0,0,0,0,0,1,0.833333333333333,0,0,NA,NA,1,7,7,NA,NA,1,1,NA,1,3,4609,2,4,5,3,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23556,1,0.625,0.5,1.83333333333333,NA,1,0.833333333333333,NA,NA,1
"46101",1,0.2,7,2,7,NA,NA,NA,NA,1,1,1,1,1,0,0,NA,1,5,7,NA,NA,NA,NA,3,3,NA,3,2,4,2,1,1,2,2,4,3,2,2,3,NA,NA,85,85,85,60,40,15,0,1,85,40,85,0,0,3,7,1,NA,NA,0,NA,NA,0.333333333333333,2,7,1,7,2,1,3,2,0,2,1,7,NA,NA,NA,NA,NA,"3",3,1,NA,NA,0,1,0,0,0,0,0,1,0,0,0,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,4610,1,1,1,1,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23557,1,0,0,2.5,NA,0.416666666666667,1,NA,NA,1
"46111",1,0.525,4,4,4,NA,NA,NA,NA,1,1,2,1,2,0,0,NA,1,2,5,NA,NA,NA,NA,2,2,NA,1,1,4,4,1,2,3,4,3,3,3,1,2,NA,NA,50,50,50,2,10,70,85,1,45,35,70,0,0,6,6,3,NA,NA,0,NA,NA,0.833333333333333,2,6,1,6,3,1,3,3,0,7,2,6,NA,NA,NA,NA,0,"3",3,4,NA,NA,0,1,0,0,0,0,0,1,0.666666666666667,1,0,NA,NA,3,2,6,NA,NA,2,2,NA,2,3,4611,4,3,3,2,"0",NA,35,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23558,1,0.5,0.25,3.16666666666667,NA,0.833333333333333,0.583333333333333,NA,NA,1
"46121",2,0.125,7,2,7,NA,NA,NA,NA,1,1,2,1,1,0,0,NA,0,4,1,NA,NA,NA,NA,2,2,NA,1,1,2,1,2,1,2,2,4,4,2,1,1,NA,NA,50,50,50,0,40,0,15,0,40,NA,50,0,1,3,4,1,NA,NA,0,NA,NA,0.5,4,5,1,7,2,0,2,3,0,4,1,7,NA,NA,NA,NA,NA,"3",2,1,NA,NA,0,1,0,0,0,0,0,1,0.5,0,0,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,4612,3,2,2,2,NA,NA,50,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,2020,23559,1,0.3125,0.25,2.16666666666667,NA,0.833333333333333,1,NA,NA,1
"46141",3,0.225,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,1,6,NA,NA,NA,NA,1,1,NA,1,1,3,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,75,85,1,NA,NA,NA,1,NA,3,7,5,NA,NA,0,NA,NA,1,1,5,1,6,NA,0,3,NA,0,6,1,7,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,4,1,6,NA,NA,3,3,NA,2,3,4614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23561,1,NA,NA,2,NA,1,0.416666666666667,NA,NA,0
"46151",1,0.4125,7,4,7,NA,NA,NA,NA,1,1,1,1,2,0,0,NA,0,4,4,NA,NA,NA,NA,2,2,NA,2,2,3,1,1,1,2,2,2,1,2,2,2,NA,NA,60,50,60,60,60,15,15,0,50,40,50,0,0,4,4,3,NA,NA,0,NA,NA,0.833333333333333,4,7,7,7,3,1,2,2,0,6,3,6,NA,NA,NA,NA,0,"3",2,3,NA,NA,0,0,0,0,0,0,0,1,0.333333333333333,1,0,NA,NA,5,3,7,NA,NA,1,1,NA,1,1,4615,2,1,3,2,"1",NA,60,0,1,NA,0,NA,NA,NA,1,NA,NA,NA,2020,23562,1,0.25,0,1.83333333333333,NA,0.666666666666667,1,NA,NA,1
"46161",3,0.7125,5,1,5,NA,NA,NA,NA,2,2,2,1,3,0,0,1,0,1,6,NA,NA,NA,NA,1,1,NA,1,1,3,2,1,1,3,2,4,4,4,4,5,NA,NA,85,85,85,0,0,60,70,1,40,50,30,0,1,4,7,4,NA,NA,0,NA,NA,0.833333333333333,1,4,1,6,5,1,3,2,0,7,1,7,NA,NA,NA,NA,0,"3",4,4,NA,NA,0,0,0,0,0,1,0,1,1,1,0,NA,NA,7,1,7,NA,NA,4,2,NA,3,3,4616,5,5,5,5,"0",NA,50,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23563,1,1,0.75,2.5,NA,1,0.333333333333333,NA,NA,2
"46171",3,0.25,4,4,4,NA,NA,NA,NA,2,2,2,1,3,0,1,0,1,3,2,NA,NA,NA,NA,1,1,NA,1,1,4,2,1,1,2,2,2,4,3,2,3,NA,NA,85,85,85,0,0,75,95,1,15,70,50,0,0,4,6,3,NA,NA,0,NA,NA,0.833333333333333,2,5,1,6,5,1,2,2,0,7,1,7,NA,NA,NA,NA,0,"3",4,5,NA,NA,0,0,0,0,0,0,0,1,0.666666666666667,0,0,NA,NA,7,1,6,NA,NA,4,4,NA,3,4,4617,4,4,3,2,"0","0",30,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23564,1,0.5625,0.75,2.16666666666667,NA,1,0.0833333333333334,NA,NA,1
